,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,trending,labels,new_addition,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
3033,,ones,oneswap_contract_ethereum,https://github.com/oneswap/oneswap_contract_ethereum,OneSwaps smartcontract source code for ethereum.,others,6,False,17.0,,118.0,,23.0,27.0,,2.0,4.0,1.0,,1.0,2020-08-21 12:06:26.000,2021-07-01 14:43:02.000,2020-09-11 08:59:15.000,,3,,,,oneswap/oneswap_contract_ethereum,,,https://github.com/oneswap/oneswap_contract_ethereum,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,,btc,scriptless-scripts,https://github.com/ElementsProject/scriptless-scripts,Documentation about scriptless scripts.,others,6,False,48.0,2.0,110.0,,20.0,26.0,,24.0,5.0,1.0,,8.0,2017-10-30 13:28:50.000,2021-12-09 20:19:00.000,2021-12-09 20:06:33.000,,3,,,,ElementsProject/scriptless-scripts,,,https://github.com/ElementsProject/scriptless-scripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,,cnd,CindicatorArbitrageBot,https://github.com/Cindicator/CindicatorArbitrageBot,,others,6,False,18.0,,90.0,,21.0,24.0,,3.0,,2.0,,3.0,2017-07-18 14:23:49.000,2021-06-01 22:01:17.000,2017-10-10 13:07:26.000,,3,,,,Cindicator/CindicatorArbitrageBot,,,https://github.com/Cindicator/CindicatorArbitrageBot,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,,cocos,vscode-cocos-bcx,https://github.com/Cocos-BCX/vscode-cocos-bcx,Cocos-BCX for VS Code.,others,6,False,8.0,,88.0,,3.0,9.0,,6.0,2.0,,,1.0,2019-06-17 15:16:46.000,2021-10-06 02:41:07.000,2019-08-20 04:57:07.000,,3,,,,Cocos-BCX/vscode-cocos-bcx,,,https://github.com/Cocos-BCX/vscode-cocos-bcx,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,,dvp,Report_Public,https://github.com/DVPNET/Report_Public,DVPNET.,others,6,False,57.0,,88.0,,19.0,8.0,,4.0,2.0,,,5.0,2021-01-12 05:52:07.000,2021-06-10 06:26:04.000,2021-06-10 06:26:03.000,,3,,,,DVPNET/Report_Public,,,https://github.com/DVPNET/Report_Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,,bxc,BonusCloud-Node,https://github.com/BonusCloud/BonusCloud-Node,,others,6,False,494.0,,88.0,,18.0,14.0,,56.0,4.0,12.0,,15.0,2018-09-10 09:31:55.000,2020-11-10 15:46:23.000,2020-11-10 15:46:22.000,,3,,,,bonuscloud/bonuscloud-node,,,https://github.com/BonusCloud/BonusCloud-Node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,,ren,ren,https://github.com/renproject/ren,"Feature, improvement, and design proposals for Ren protocol.",others,6,False,6.0,,78.0,,11.0,19.0,,1.0,9.0,5.0,,2.0,2019-07-10 13:23:34.000,2021-12-17 22:04:38.000,2020-01-09 09:08:34.000,,3,,,,renproject/ren,,,https://github.com/renproject/ren,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,,bond,BarnBridge-Whitepaper,https://github.com/BarnBridge/BarnBridge-Whitepaper,,others,6,False,135.0,3.0,78.0,,17.0,17.0,,18.0,5.0,,,9.0,2020-08-26 16:41:52.000,2021-11-08 13:26:22.000,2021-11-08 13:26:22.000,,3,,,,BarnBridge/BarnBridge-Whitepaper,,,https://github.com/BarnBridge/BarnBridge-Whitepaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,,iby,MISO,https://github.com/chefgonpachi/MISO,,others,6,False,42.0,,76.0,,28.0,5.0,,2.0,1.0,2.0,,3.0,2020-12-18 17:54:32.000,2021-09-19 00:23:58.000,2021-09-19 00:23:55.000,,3,,,True,chefgonpachi/MISO,,,https://github.com/chefgonpachi/MISO,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,,1inch,chi,https://github.com/1inch/chi,Chi Gastoken by 1inch.,others,6,False,4.0,1.0,74.0,,33.0,5.0,,8.0,10.0,1.0,,2.0,2020-06-01 20:24:32.000,2021-12-10 13:05:15.000,2021-12-10 13:05:15.000,,3,,,,1inch/chi,,,https://github.com/1inch/chi,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,,0xbtc,0xbitcoin-token,https://github.com/0xbitcoin/0xbitcoin-token,Bitcoin implemented as a token smart contract on Ethereum.,others,6,False,52.0,,74.0,,61.0,8.0,,12.0,7.0,1.0,,3.0,2018-02-02 04:43:58.000,2021-08-04 06:03:09.000,2021-03-03 23:28:47.000,,3,,,,0xbitcoin/0xbitcoin-token,,,https://github.com/0xbitcoin/0xbitcoin-token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,,ndx,indexed-finance/multicall,https://github.com/indexed-finance/multicall,Solidity contract and typescript library for static multi-calls.,others,6,False,55.0,,73.0,,14.0,2.0,,2.0,2.0,,18.0,1.0,2020-11-01 00:45:34.000,2021-02-20 23:09:05.000,2021-02-20 23:09:05.000,,3,,,,indexed-finance/multicall,,,https://github.com/indexed-finance/multicall,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,,ar,Bounties,https://github.com/ArweaveTeam/Bounties,Arweave sponsored Gitcoin bounties.,others,6,False,11.0,,71.0,,19.0,18.0,,1.0,6.0,41.0,,3.0,2019-04-30 20:49:58.000,2021-04-01 15:33:05.000,2021-04-01 15:33:05.000,,3,,,,ArweaveTeam/Bounties,,,https://github.com/ArweaveTeam/Bounties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,,uma,UMAprotocol/whitepaper,https://github.com/UMAprotocol/whitepaper,,others,6,False,23.0,,71.0,,6.0,30.0,,2.0,1.0,,,3.0,2019-03-17 22:27:48.000,2020-06-29 22:25:21.000,2020-06-29 22:25:20.000,,3,,,,UMAprotocol/whitepaper,,,https://github.com/UMAprotocol/whitepaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,,kar,Acala-white-paper,https://github.com/AcalaNetwork/Acala-white-paper,Acala Network whitepapers.,others,6,False,32.0,,71.0,,6.0,17.0,,2.0,,1.0,,3.0,2019-09-04 06:33:03.000,2021-07-12 11:59:09.000,2021-07-12 11:59:01.000,,3,,,,AcalaNetwork/Acala-white-paper,,,https://github.com/AcalaNetwork/Acala-white-paper,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,,sushi,kashi-lending,https://github.com/sushiswap/kashi-lending,,others,6,False,72.0,4.0,67.0,,47.0,6.0,,32.0,5.0,2.0,,8.0,2021-02-15 02:03:24.000,2022-01-03 18:49:54.000,2021-12-08 07:42:36.000,,3,,,,sushiswap/kashi-lending,,,https://github.com/sushiswap/kashi-lending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,,inst,dsa-connectors-old,https://github.com/Instadapp/dsa-connectors-old,Awesome list of DSA Connectors.,others,6,False,411.0,,64.0,,15.0,4.0,,37.0,1.0,2.0,,10.0,2020-05-01 15:10:52.000,2021-03-29 05:10:48.000,2021-03-19 18:48:30.000,,3,,,,Instadapp/dsa-connectors-old,,,https://github.com/Instadapp/dsa-connectors-old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,,eth,quorum-docker-Nnodes,https://github.com/ConsenSys/quorum-docker-Nnodes,"Run a bunch of Quorum nodes, each in a separate Docker container.",others,6,False,8.0,,64.0,,47.0,40.0,,5.0,9.0,,,2.0,2017-10-20 19:35:41.000,2021-08-06 17:02:58.000,2021-08-06 17:02:57.000,,3,,,True,ConsenSys/quorum-docker-Nnodes,,,https://github.com/ConsenSys/quorum-docker-Nnodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,,cocos,VoteCocosBCX,https://github.com/Cocos-BCX/VoteCocosBCX,,others,6,False,134.0,,63.0,,2.0,3.0,,82.0,2.0,,,5.0,2019-10-23 02:21:47.000,2021-10-06 21:54:46.000,2021-01-25 03:16:49.000,,3,,,,Cocos-BCX/VoteCocosBCX,,,https://github.com/Cocos-BCX/VoteCocosBCX,Apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,,nu,nucypher/whitepaper,https://github.com/nucypher/whitepaper,Privacy layer for blockchain and decentralized applications based on proxy re-encryption.,others,6,False,167.0,,62.0,,14.0,16.0,1.0,6.0,4.0,1.0,,5.0,2017-06-23 02:51:24.000,2021-09-07 01:56:39.000,2020-10-14 17:59:45.000,,3,,,,nucypher/whitepaper,,,https://github.com/nucypher/whitepaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,,ampl,token-geyser,https://github.com/ampleforth/token-geyser,,others,6,False,81.0,,62.0,,47.0,7.0,,4.0,2.0,1.0,,3.0,2020-07-11 00:46:34.000,2021-02-19 15:03:43.000,2021-02-19 15:03:36.000,,3,,,,ampleforth/token-geyser,,,https://github.com/ampleforth/token-geyser,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,,aergo,aergolite,https://github.com/aergoio/aergolite,AergoLite: SQLite with Blockchain.,others,6,False,589.0,,62.0,,8.0,6.0,,,2.0,1.0,,3.0,2019-04-18 11:58:38.000,2021-04-26 17:00:55.000,2021-04-26 16:58:58.000,,3,,,,aergoio/aergolite,,,https://github.com/aergoio/aergolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,,coval,Coval-Unspecified-Ml-Blockchain,https://github.com/DecentricCorp/Coval-Unspecified-Ml-Blockchain,,others,6,False,29.0,,60.0,,10.0,6.0,,77.0,1.0,,,6.0,2017-11-01 19:05:07.000,2022-01-13 00:38:48.000,2019-01-04 22:18:13.000,,3,,,,DecentricCorp/Coval-Unspecified-Ml-Blockchain,,,https://github.com/DecentricCorp/Coval-Unspecified-Ml-Blockchain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,,kishu,Kishu-Inu-Contracts,https://github.com/Kishu-Inu/Kishu-Inu-Contracts,Kishu Inu $KISHU contracts.,others,6,False,7.0,,60.0,,27.0,8.0,,1.0,2.0,1.0,,2.0,2021-04-25 10:57:29.000,2021-05-27 17:11:52.000,2021-05-27 17:11:52.000,,3,,,True,kishu-inu/kishu-inu-contracts,,,https://github.com/Kishu-Inu/Kishu-Inu-Contracts,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,,c20,smartcontracts,https://github.com/cryptotwenty/smartcontracts,,others,6,False,15.0,,59.0,,29.0,37.0,,1.0,,4.0,,1.0,2017-09-07 14:41:35.000,2021-11-16 09:44:14.000,2017-10-15 00:24:03.000,,3,,,,cryptotwenty/smartcontracts,,,https://github.com/cryptotwenty/smartcontracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,,cher,Cherry-Node,https://github.com/CherryNetwork/Cherry-Node,Cherry Networks node implemented in Rust.,others,6,False,9.0,9.0,57.0,,10.0,8.0,1.0,13.0,,,,2.0,2021-11-26 15:02:57.000,2022-01-18 14:52:44.000,2022-01-14 14:01:48.000,2022-01-10 17:57:32.000,3,,,,CherryNetwork/Cherry-Node,,,https://github.com/CherryNetwork/Cherry-Node,,0.0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,,yoyow,yoyowjs-ws,https://github.com/yoyow-org/yoyowjs-ws,yoyowjs-ws.,others,6,False,26.0,,56.0,,4.0,8.0,,8.0,,,,5.0,2018-09-05 01:35:21.000,2020-06-10 11:37:32.000,2020-06-09 17:29:05.000,,3,,,,yoyow-org/yoyowjs-ws,,,https://github.com/yoyow-org/yoyowjs-ws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,,gel,ops,https://github.com/gelatodigital/ops,Automate arbitrary smart contract with Gelato Networks PokeMe system.,others,6,False,110.0,1.0,54.0,,6.0,4.0,1.0,26.0,4.0,5.0,,2.0,2021-07-31 21:21:00.000,2022-01-07 12:12:02.000,2022-01-06 13:43:10.000,2021-07-31 21:23:43.000,3,,,,gelatodigital/ops,,,https://github.com/gelatodigital/ops,,1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,,xvg,Verge-Blackpaper,https://github.com/vergecurrency/Verge-Blackpaper,Official BlackPaper for Verge Currency ($XVG).,others,6,False,55.0,,53.0,,9.0,24.0,,20.0,,1.0,,4.0,2017-06-05 01:43:32.000,2021-01-20 01:29:01.000,2021-01-20 01:29:00.000,,3,,,,vergecurrency/Verge-Blackpaper,,,https://github.com/vergecurrency/Verge-Blackpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,,math,BSC-Contracts,https://github.com/mathwallet/BSC-Contracts,,others,6,False,3.0,,53.0,,150.0,6.0,,3.0,2.0,,,1.0,2020-11-05 08:44:17.000,2021-12-15 00:36:06.000,2020-11-05 09:03:47.000,,3,,,,mathwallet/BSC-Contracts,,,https://github.com/mathwallet/BSC-Contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,,cocos,Document,https://github.com/Cocos-BCX/Document,Cocos-BCX document.,others,6,False,92.0,,52.0,,1.0,3.0,,1.0,1.0,,,7.0,2019-07-23 03:08:39.000,2020-08-07 07:59:15.000,2020-04-13 09:07:00.000,,3,,,,Cocos-BCX/Document,,,https://github.com/Cocos-BCX/Document,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,,face,PayCards_Source,https://github.com/faceterteam/PayCards_Source,Credit card scanning for mobile apps.,others,6,False,4.0,,51.0,,21.0,15.0,,1.0,3.0,1.0,,1.0,2017-07-27 11:40:08.000,2020-10-15 06:30:27.000,2020-02-12 09:14:00.000,,3,,,True,faceterteam/PayCards_Source,,,https://github.com/faceterteam/PayCards_Source,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,,fil,starling,https://github.com/filecoin-project/starling,Demo storage client for archival video data.,others,6,False,140.0,,50.0,,5.0,15.0,,39.0,13.0,18.0,,6.0,2019-05-23 15:37:27.000,2021-09-01 23:05:13.000,2020-10-30 23:51:32.000,,3,,,,filecoin-project/starling,,,https://github.com/filecoin-project/starling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,,visr,visor-core,https://github.com/VisorFinance/visor-core,The DeFi protocol for Active Liquidity Management. Building on Uniswap v3.,others,6,False,19.0,,50.0,,16.0,3.0,,2.0,1.0,,6.0,4.0,2021-05-07 03:03:46.000,2021-09-30 17:38:30.000,2021-09-30 17:38:30.000,,3,,,,VisorFinance/visor-core,,,https://github.com/VisorFinance/visor-core,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,,cyc,cyclone-contracts,https://github.com/cycloneprotocol/cyclone-contracts,"Cyclone is a multi-chain, non-custodial, privacy-preserving protocol. Cyclone applies zkSNARKs to enable transactional..",others,6,False,16.0,,50.0,,3.0,4.0,3.0,,8.0,4.0,,2.0,2021-01-16 15:25:16.000,2021-05-08 14:17:13.000,2021-05-08 14:17:13.000,2021-03-22 18:40:54.000,3,,,,cycloneprotocol/cyclone-contracts,,,https://github.com/cycloneprotocol/cyclone-contracts,GPL-3.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,,miota,kerl,https://github.com/iotaledger/kerl,"IOTA is adding an additional hashing function, based on Keccak, with conversion to ternary. The following document..",others,6,False,30.0,,49.0,,16.0,12.0,,6.0,2.0,1.0,,5.0,2017-08-08 21:27:34.000,2021-12-25 00:08:45.000,2019-07-18 10:47:09.000,,3,,,,iotaledger/kerl,,,https://github.com/iotaledger/kerl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,,erg,awesome-ergo,https://github.com/ergoplatform/awesome-ergo,A curated list of awesome and useful Ergo resources.,others,6,False,90.0,2.0,49.0,,9.0,11.0,,8.0,1.0,,,8.0,2019-10-30 13:15:59.000,2022-01-13 07:22:42.000,2021-12-01 13:49:20.000,,3,,,,ergoplatform/awesome-ergo,,,https://github.com/ergoplatform/awesome-ergo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,,deso,deso-protocol/explorer,https://github.com/deso-protocol/explorer,Explore the DeSo blockchain.,others,6,False,17.0,6.0,47.0,,19.0,14.0,,6.0,,2.0,,2.0,2021-04-22 02:18:00.000,2021-11-09 20:03:33.000,2021-11-09 20:03:33.000,,3,,,,deso-protocol/explorer,,,https://github.com/deso-protocol/explorer,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,,lrc,awesome-loopring,https://github.com/Loopring/awesome-loopring,A curated list of awesome things built on Loopring.,others,6,False,27.0,,46.0,,3.0,17.0,,1.0,,,,3.0,2020-09-07 16:51:56.000,2021-10-07 16:06:39.000,2021-10-07 16:06:39.000,,3,,,,Loopring/awesome-loopring,,,https://github.com/Loopring/awesome-loopring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,,scrt,secret-contracts-guide,https://github.com/scrtlabs/secret-contracts-guide,An initial walkthrough for working with CosmWasm-based secret contracts on Secret Network.,others,6,False,90.0,,46.0,,12.0,8.0,,15.0,,,,11.0,2020-04-21 16:26:06.000,2021-01-25 05:16:35.000,2021-01-25 05:16:34.000,,3,,,,scrtlabs/secret-contracts-guide,,,https://github.com/scrtlabs/secret-contracts-guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,,mkr,oracles-v2,https://github.com/makerdao/oracles-v2,,others,6,False,474.0,2.0,45.0,,19.0,20.0,,110.0,,2.0,,9.0,2018-09-17 21:04:00.000,2022-01-13 21:16:27.000,2021-11-16 19:31:30.000,,3,,,,makerdao/oracles-v2,,,https://github.com/makerdao/oracles-v2,AGPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,,flx,whitepapers,https://github.com/reflexer-labs/whitepapers,Papers that describe what Reflexer Labs is building.,others,6,False,13.0,,45.0,,13.0,7.0,,6.0,10.0,9.0,,4.0,2020-05-10 22:23:31.000,2022-01-12 12:22:55.000,2021-05-07 00:09:25.000,,3,,,,reflexer-labs/whitepapers,,,https://github.com/reflexer-labs/whitepapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,,mana,proposals,https://github.com/decentraland/proposals,Review of community proposals for Decentralands art and applications.,others,6,False,55.0,,43.0,,13.0,39.0,,19.0,162.0,1.0,,8.0,2017-07-11 22:40:52.000,2021-07-12 14:12:30.000,2021-07-12 14:12:30.000,,3,,,,decentraland/proposals,,,https://github.com/decentraland/proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,,crv,curve-contract-polygon,https://github.com/curvefi/curve-contract-polygon,Curve.fi exchange implementation for Polygon.,others,6,False,106.0,2.0,43.0,,16.0,6.0,,25.0,1.0,3.0,,3.0,2021-04-18 12:31:14.000,2021-11-13 14:55:09.000,2021-11-13 14:55:07.000,,3,,,,curvefi/curve-contract-polygon,,,https://github.com/curvefi/curve-contract-polygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,,cocos,cocosjs-core,https://github.com/Cocos-BCX/cocosjs-core,Cocos-BCX core sdk for dapp.,others,6,False,29.0,,43.0,,1.0,2.0,,35.0,2.0,,,3.0,2019-07-25 06:41:43.000,2021-08-11 07:09:11.000,2019-08-30 06:13:48.000,,3,,,,Cocos-BCX/cocosjs-core,,,https://github.com/Cocos-BCX/cocosjs-core,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,,uni,unisocks-erc721,https://github.com/Uniswap/unisocks-erc721,,others,6,False,22.0,,42.0,,21.0,5.0,,3.0,1.0,,,2.0,2019-06-14 18:58:07.000,2021-10-06 23:15:46.000,2019-09-24 16:55:05.000,,3,,,,Uniswap/unisocks-erc721,,,https://github.com/Uniswap/unisocks-erc721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,,bnb,token-bind-tool,https://github.com/binance-chain/token-bind-tool,"Tools and toturial for issuing BEP2 token on Binance Chain, deploying BEP20 token on Binance Smart Chain and binding..",others,6,False,9.0,,40.0,,33.0,6.0,,1.0,3.0,1.0,,1.0,2020-09-04 04:02:10.000,2021-04-01 08:58:02.000,2020-09-29 06:41:31.000,,3,,,,binance-chain/token-bind-tool,,,https://github.com/binance-chain/token-bind-tool,Apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,,sushi,design-patterns,https://github.com/sushiswap/design-patterns,Curated collection of design patterns targeting the Solidity language.,others,6,False,3.0,3.0,40.0,,2.0,3.0,,,,,,,2022-01-06 12:54:42.000,2022-01-06 13:16:40.000,2022-01-06 13:16:37.000,,3,,,,sushiswap/design-patterns,,,https://github.com/sushiswap/design-patterns,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,,ar,weavemail,https://github.com/ArweaveTeam/weavemail,"Private, decentralised and open source mail.",others,6,False,24.0,,40.0,,15.0,6.0,,8.0,4.0,,,7.0,2019-04-09 10:55:54.000,2021-08-22 18:06:45.000,2020-01-06 16:14:17.000,,3,,,,ArweaveTeam/weavemail,,,https://github.com/ArweaveTeam/weavemail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,,glm,homebrew-golem,https://github.com/golemfactory/homebrew-golem,Golem is creating a global market for computing power.,others,6,False,133.0,,40.0,,8.0,12.0,,44.0,1.0,17.0,,7.0,2017-03-01 16:53:55.000,2021-02-03 06:18:17.000,2021-02-03 06:18:14.000,,3,,,,golemfactory/homebrew-golem,,,https://github.com/golemfactory/homebrew-golem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,,skl,skale-demo,https://github.com/skalenetwork/skale-demo,Example dApps used during SKALE presentations.,others,6,False,84.0,,39.0,,7.0,5.0,,1.0,,,,4.0,2019-02-16 19:23:14.000,2021-09-21 13:41:31.000,2021-09-21 13:41:26.000,,3,,,,skalenetwork/skale-demo,,,https://github.com/skalenetwork/skale-demo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,,near,near-linkdrop,https://github.com/near/near-linkdrop,Contract to drop tokens via link.,others,6,False,11.0,,38.0,,13.0,17.0,,9.0,8.0,3.0,,5.0,2020-02-20 07:35:48.000,2021-12-23 22:42:01.000,2021-06-04 17:17:49.000,,3,,,True,near/near-linkdrop,,,https://github.com/near/near-linkdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,,sfi,saffron,https://github.com/saffron-finance/saffron,saffron monorepo.,others,6,False,58.0,,37.0,,15.0,4.0,,5.0,1.0,,,5.0,2020-10-29 11:20:56.000,2021-09-08 19:29:37.000,2021-09-08 19:26:17.000,,3,,,,saffron-finance/saffron,,,https://github.com/saffron-finance/saffron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,,akro,akropolisOS,https://github.com/akropolisio/akropolisOS,"A Solidity framework for building complex dApps and protocols. Savings, Pensions, Loans, Investments.",others,6,False,11.0,,37.0,,13.0,8.0,,4.0,1.0,,,2.0,2020-08-11 07:16:25.000,2021-04-02 06:31:49.000,2020-08-23 12:06:42.000,,3,,,,akropolisio/akropolisos,,,https://github.com/akropolisio/akropolisOS,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,,swrv,SwerveContracts,https://github.com/SwerveFinance/SwerveContracts,The Swerve Finance Contracts.,others,6,False,3.0,,37.0,,19.0,10.0,,1.0,2.0,,,1.0,2020-09-04 20:40:11.000,2020-09-12 22:08:18.000,2020-09-04 20:50:34.000,,3,,,True,SwerveFinance/SwerveContracts,,,https://github.com/SwerveFinance/SwerveContracts,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,,eth,Unity3dSimpleSample,https://github.com/Nethereum/Unity3dSimpleSample,Simple Unity3d sample.,others,6,False,21.0,,36.0,,13.0,5.0,,1.0,7.0,2.0,,2.0,2017-12-13 13:03:06.000,2020-06-17 09:31:09.000,2020-06-17 09:31:08.000,,3,,,,Nethereum/Unity3dSimpleSample,,,https://github.com/Nethereum/Unity3dSimpleSample,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,,gtc,gitcoinco/governance,https://github.com/gitcoinco/governance,Gitcoin Community Governance Contracts.,others,6,False,56.0,,36.0,,17.0,9.0,,11.0,,1.0,,5.0,2021-04-12 12:41:55.000,2021-06-17 14:06:17.000,2021-06-17 14:05:57.000,,3,,,,gitcoinco/governance,,,https://github.com/gitcoinco/governance,AGPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,,nest,NEST-Oracle-V3,https://github.com/NEST-Protocol/NEST-Oracle-V3,The NEST Oracle Smart Contract 3.0 is a solidity smart contract implementation of NEST Protocol which provide a unique..,others,6,False,50.0,,36.0,,15.0,1.0,,2.0,2.0,,,4.0,2020-05-28 12:17:23.000,2021-01-19 13:04:29.000,2021-01-19 13:02:52.000,,3,,,,NEST-Protocol/NEST-Oracle-V3,,,https://github.com/NEST-Protocol/NEST-Oracle-V3,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,,coin,COIN,https://github.com/coindefi/COIN,The official open-source public repository for the Coin XYZ company.,others,6,False,36.0,,36.0,,13.0,18.0,,2.0,1.0,,,5.0,2017-10-20 17:48:53.000,2021-08-04 18:31:16.000,2021-08-04 18:31:16.000,,3,,,True,coindefi/coin,,,https://github.com/coindefi/COIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,,bnb,awesome,https://github.com/binance-chain/awesome,A curated list of awesome projects in Binance Chain ecosystem.,others,6,False,18.0,,35.0,,11.0,3.0,,4.0,,,,6.0,2020-03-03 07:46:38.000,2021-04-02 12:02:27.000,2021-01-27 03:11:24.000,,3,,,,binance-chain/awesome,,,https://github.com/binance-chain/awesome,CC0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,,dero,astrobwt,https://github.com/deroproject/astrobwt,ASIC/FPGA/GPU resistant CPU mining algorithm.,others,6,False,33.0,,34.0,,7.0,2.0,,,3.0,3.0,,1.0,2020-01-22 12:53:33.000,2021-06-30 03:59:54.000,2021-06-30 03:59:54.000,,3,,,,deroproject/astrobwt,,,https://github.com/deroproject/astrobwt,BSD-3-Clause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,,core,CORE-v1,https://github.com/cVault-finance/CORE-v1,CORE smart contracts v1.,others,6,False,72.0,,32.0,,54.0,9.0,,1.0,2.0,1.0,,2.0,2020-09-09 00:29:20.000,2021-04-16 11:05:20.000,2021-04-16 11:05:20.000,,3,,,,cVault-finance/CORE-v1,,,https://github.com/cVault-finance/CORE-v1,WTFPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
